name,time(utc),avgPrice(ETH),floorPrice(ETH),salesScatter(ETH),marketCap($),volume($)
The Sandbox LAND,2022-03-31 08:00:00,2.8282010598596283,2.25,3.8,220319023.1217946,505517.46264338493
The Sandbox LAND,2022-04-01 08:00:00,2.5143241228412503,2.2,2.99,220577962.28552115,401328.0395553708
The Sandbox LAND,2022-04-02 08:00:00,2.338278508296639,1.9,3.89,220915772.40746382,423097.5117214322
The Sandbox LAND,2022-04-03 08:00:00,2.1974116471352394,1.95,3.48,221238531.96807835,535941.1560976505
The Sandbox LAND,2022-04-04 08:00:00,2.0817092219995508,1.9,3.8800000000000003,221615969.44305637,595190.3720054626
The Sandbox LAND,2022-04-05 08:00:00,2.075878324483255,1.994,2.89,221972212.15936008,494868.5937205553
The Sandbox LAND,2022-04-06 08:00:00,2.3129386568681616,1.9,2.8899999999999997,222087161.69315708,193614.94262468815
RTFKT - MNLTH,2022-03-08 08:00:00,4.318315036159177,4.48,4.1969,97028625.94164473,572200.7431521788
RTFKT - MNLTH,2022-03-09 08:00:00,4.519635522720957,4.6,4.2,104765680.4031487,355302.01517891884
RTFKT - MNLTH,2022-03-10 08:00:00,4.405245118599367,4.4,4.2069,100821292.89548276,509861.326416716
RTFKT - MNLTH,2022-03-11 08:00:00,4.40325777609316,4.48,4.2069,100910016.94360776,536376.2767488733
RTFKT - MNLTH,2022-03-12 08:00:00,4.365399375656718,4.28,4.2299999999999995,96730613.77247354,372022.6850348413
RTFKT - MNLTH,2022-03-13 08:00:00,4.311788526205857,4.5,4.239999999999999,96257869.44358127,277171.0323248729
RTFKT - MNLTH,2022-03-14 08:00:00,4.737862993123377,4.95,4.239999999999999,112702942.43594201,564973.7944451347
RTFKT - MNLTH,2022-03-15 08:00:00,5.190121955457142,5.1,4.4,111166469.36245103,531772.5873820484
RTFKT - MNLTH,2022-03-16 08:00:00,4.8811234187326535,4.88,4.3999999999999995,110562265.58349025,329543.6206468642
RTFKT - MNLTH,2022-03-17 08:00:00,4.654037023694951,5.125,4.29,130364155.82218488,636962.555836089
RTFKT - MNLTH,2022-03-18 08:00:00,5.219759904155409,5.35,4.3,142991767.4625359,1045721.5102447942
RTFKT - MNLTH,2022-03-19 08:00:00,5.710959509105994,5.949,4.2,153950644.23822245,1869457.4017623141
RTFKT - MNLTH,2022-03-20 08:00:00,6.443607416673042,6.3,4.44,162636611.61170354,2914910.58921282
RTFKT - MNLTH,2022-03-21 08:00:00,6.197503375270983,5.97,4.489999,157219954.5995134,1056688.7307680622
RTFKT - MNLTH,2022-03-22 08:00:00,5.960675438370434,6.05,4.5,163093693.8775474,962657.2869593054
RTFKT - MNLTH,2022-03-23 08:00:00,5.946385001926324,6.169,4.25,163500624.08798358,986755.0294745192
RTFKT - MNLTH,2022-03-24 08:00:00,6.1058590364577086,6.15,4.5,171243860.93808746,1119872.654330179
RTFKT - MNLTH,2022-03-25 08:00:00,6.228340566545838,6.4,4.3,176085556.38612506,1131475.2617443725
RTFKT - MNLTH,2022-03-26 08:00:00,6.236006149597825,6.15,4.300832622360379,164567938.68581635,1032096.6845756471
RTFKT - MNLTH,2022-03-27 08:00:00,5.860002592372628,5.99,4.38,161943655.97168747,799038.614762947
RTFKT - MNLTH,2022-03-28 08:00:00,5.802488427239055,5.99,4.257425232304572,181906844.80635583,1173881.0783748329
RTFKT - MNLTH,2022-03-29 08:00:00,5.590679878472176,5.99,4.589,182486201.9757404,1552618.1309509724
RTFKT - MNLTH,2022-03-30 08:00:00,6.04015965091942,6.05,4.6000000000000005,182854520.16207886,1147621.064751625
RTFKT - MNLTH,2022-03-31 08:00:00,5.942463126523815,6.19,4.318842137563147,183116124.61989293,1002170.5097683817
RTFKT - MNLTH,2022-04-01 08:00:00,5.985463593179573,6,4.312476461628485,186763891.2659599,761524.7905811518
RTFKT - MNLTH,2022-04-02 08:00:00,6.266847738135795,7,4.65,212665136.03874564,1960261.9833054096
RTFKT - MNLTH,2022-04-03 08:00:00,7.240543287908126,7,4.6000000000000005,221039763.7164016,3740917.2806265205
RTFKT - MNLTH,2022-04-04 08:00:00,7.075441119931896,7.1,4.65,219712435.4504574,1160876.9234336019
RTFKT - MNLTH,2022-04-05 08:00:00,6.9878687760018625,7.1,4.5,220656880.94421896,1145984.2538121492
RTFKT - MNLTH,2022-04-06 08:00:00,6.764239051246845,6.8,4.596636639261005,194271722.321882,589365.2493267357
